t_years,capital,log_capital_deviation,tax_rate,ell_J_K,m_J_tau,nu_tax_speed,output,rental_rate,wage_income,fiscal_resources,lq_log_capital_deviation,lq_tax_rate
2.8000000000000003,1.0078496393499996,0.007818991211118556,0.5112242153729609,0.9971004263257975,0.0001303611216303871,0.00018356777294451987,0.3550762738451549,0.11978565888579706,0.23435034073780223,0.2548493898785271,0.007796945493540262,0.511209810829019
3.0,1.0076976244363613,0.007668148889871475,0.511257758591281,0.9971891519465937,0.00010794391581141278,0.0001520088217076053,0.3550580637321397,0.11979758485235095,0.23433832206321223,0.25484176830201916,0.007644868007342967,0.5112420515341661
3.2,1.0075465595765354,0.0075182267501055665,0.5112850762965024,0.9972765506946818,8.61403578964145e-05,0.00012131079066439427,0.35503996563142265,0.11980943924360056,0.23432637731673897,0.25483395196140723,0.007493760006452568,0.5112680535575634
3.4000000000000004,1.00739648624385,0.007369266377975855,0.5113063395662637,0.9973626211990112,6.494249074426757e-05,9.146263269775401e-05,0.3550219845457298,0.11982121874934723,0.23431450980018168,0.25482595008075437,0.007343663327143106,0.5112879915726243
3.6,1.0072474442545523,0.007221307736437934,0.511321717266496,0.997447362738987,4.4342310786305975e-05,6.245323311554791e-05,0.35500412528096026,0.11983292018661378,0.23430272268543378,0.2548177717043709,0.007194618078202644,0.5113020378649679
3.8000000000000003,1.0070994717928736,0.007074389188529268,0.5113313760322685,0.9975307752280479,2.4331772780059617e-05,3.4271416169214214e-05,0.35498639244906205,0.11984454049788644,0.23429101901638097,0.25480942569738463,0.007046662673864635,0.5113103623231324
4.0,1.006952605440809,0.006928547525361769,0.5113354802562001,0.9976128591954981,4.902794613569481e-06,6.905951657126695e-06,0.3549687904714749,0.11985607674898247,0.23427940171117345,0.2548009207468848,0.006899833866547722,0.5113131324306921
4.2,1.0068068802120065,0.006783817998230862,0.5113341920846529,0.9976936157669775,-1.3952737940501362e-05,-1.9654438529281903e-05,0.3549513235830691,0.11986752612659021,0.2342678735648256,0.2547922653636146,0.006754166779394323,0.5113105132597365
4.4,1.0066623295739738,0.0066402343391627604,0.5113276713981975,0.9977730466495516,-3.2242966796851954e-05,-4.542107430569903e-05,0.35493399583468677,0.11987888593672223,0.2342564372508933,0.2547834678823364,0.006609694938598759,0.5113026674656782
4.6000000000000005,1.006518985484413,0.006497828795528049,0.5113160758144707,0.9978511541116051,-4.9976056981137715e-05,-7.04053110736217e-05,0.3549168110973798,0.1198901536020533,0.2342450953242707,0.25477453646392384,0.006466450305516086,0.5112897552833477
4.800000000000001,1.0063768784159524,0.006356632153172899,0.5112995606752215,0.9979279409673019,-6.716019236339343e-05,-9.46185338234125e-05,0.35489977306525994,0.1199013266601651,0.23423385022307158,0.2547654790961305,0.0063244633085431405,0.5112719345243425
5.0,1.006236037385152,0.006216673763832737,0.5112782790409649,0.998003410559567,-8.380357140682859e-05,-0.00011807215124744503,0.3548828852588642,0.11991240276145002,0.23422270427085037,0.25475630359491097,0.006183762874763635,0.51124936057559
5.2,1.006096489985189,0.006077981576245766,0.5112523816933309,0.9980775667419511,-9.99144030210442e-05,-0.000140777589988977,0.35486615102896557,0.1199233796667201,0.23421165967911728,0.25474701760626633,0.006044376461349584,0.5112221863990928
5.4,1.0059582624078733,0.005940582156703427,0.5112220171213321,0.9981504138644846,-0.00011550090257677953,-0.00016274628910825035,0.3548495735591069,0.11993425524564989,0.23420071854901056,0.25473762860680926,0.005906330086711563,0.5111905625328179
5.6000000000000005,1.0058213794784596,0.005804500722360598,0.511187331530134,0.9982219567551296,-0.00013057128796600188,-0.00018398969460165065,0.35483315586967246,0.119945027474207,0.23418988287398385,0.2547281439059872,0.0057696483613907815,0.5111546370926962
5.800000000000001,1.0056858646798668,0.005669761164060331,0.5111484688336805,0.9982922007051721,-0.00014513377580883133,-0.0002045192541183016,0.35481690082069367,0.11995569443291086,0.23417915454165783,0.25471857064702985,0.005634354518686163,0.5111145557756985
6.0,1.0055517401807406,0.005536386073020824,0.511105570654886,0.9983611514533847,-0.00015919657773331414,-0.00022434641176970362,0.35480081111511785,0.11996625430478325,0.23416853533597778,0.2547089158084255,0.005500470445010023,0.5110704618639541
6.2,1.0054190268667862,0.005404396770817425,0.5110587763333587,0.9984288151692966,-0.00017276789680581146,-0.00024348260314226245,0.35478488930247376,0.11997670537303609,0.2341580269396327,0.25469918620589344,0.005368016709966238,0.5110224962298778
6.4,1.005287744362415,0.005273813329774631,0.511008222916906,0.9984951984398615,-0.00018585592397775077,-0.0002619392503249286,0.35476913778137775,0.11998704601951589,0.23414763093570934,0.25468938849313116,0.005237012596145119,0.510970797342275
6.6000000000000005,1.0051579110638995,0.005144654604846462,0.510954045175397,0.9985603082524662,-0.00019846883474617305,-0.0002797277572289955,0.3547535588034245,0.11999727472223672,0.2341373488102602,0.25467952916414055,0.005107476128629462,0.5109155012733898
6.800000000000001,1.0050295441629171,0.005016938255982423,0.5108963755983614,0.9986241519812888,-0.00021061478581744413,-0.0002968595049052386,0.3547381544759281,0.12000739005366422,0.23412718195411256,0.25466961455433307,0.004979424104206651,0.5108567417068673
7.0,1.0049026596735264,0.004890680773947075,0.5108353444000321,0.9986867373726587,-0.00022230191189315877,-0.00031334584702553264,0.3547229267650781,0.1200173906787241,0.23411713166495157,0.2546596508421377,0.004852872120281839,0.5107946499465968
7.2,1.0047772724620188,0.004765897509044492,0.5107710795316995,0.9987480725297296,-0.00023353832264524674,-0.0003291981056237083,0.35470787749944405,0.12002727535257794,0.23410719914963307,0.25464964405107393,0.004727834603487677,0.5107293549264073
7.4,1.004653396268035,0.004642602691195543,0.5107037066778962,0.9988081659000018,-0.00024433209958078783,-0.0003444275666751145,0.35469300837243534,0.12003704291908238,0.23409738552580733,0.25463960005066,0.004604324837986194,0.510660983220583
7.6000000000000005,1.0045310437359545,0.004520809460274844,0.5106333492745733,0.9988670262598657,-0.0002546912932650113,-0.00035904547617359226,0.35467832094599694,0.12004669230843278,0.23408769182435799,0.2546295245588145,0.004482354993458836,0.5105896590551717
7.800000000000001,1.0044102264376225,0.004400529887873902,0.5105601285110791,0.9989246627019506,-0.00026462392042223573,-0.0003730630360313022,0.35466381665326957,0.12005622253548456,0.23407811899115794,0.25461942314309705,0.004361936152780809,0.5105155043200558
8.0,1.0042909548981147,0.004281775002123628,0.5104841633393956,0.998981084621686,-0.00027413796120062504,-0.0003864914002034692,0.35464949680161645,0.12006563269782959,0.23406866788906686,0.2546093012224216,0.004243078339376264,0.510438638581756
8.200000000000001,1.0041732386240005,0.004164554815048756,0.5104055704904152,0.9990363017033613,-0.00028324135665758416,-0.0003993416711184868,0.35463536257595435,0.12007492197367009,0.23405933930012987,0.25459916406920535,0.004125790544251025,0.5103591790969432
8.4,1.0040570861237963,0.0040488783421835,0.5103244644742582,0.9990903239085278,-0.00029194200602578133,-0.0004116248957947235,0.3546214150411498,0.12008408962030367,0.23405013392715887,0.2545890168104147,0.004010080752699827,0.5102772408266283
8.6,1.003942504937496,0.003934753631267423,0.5102409576020294,0.9991431614620472,-0.0003002477644590196,-0.00042335206262794476,0.3546076551455081,0.12009313497188673,0.23404105239603537,0.25457886443001476,0.0038959559706853134,0.510192936451003
8.8,1.0038295016583647,0.003822187783273519,0.5101551599916049,0.9991948248404404,-0.00030816644054833036,-0.00043453409785140334,0.3545940837233369,0.12010205743780346,0.23403209525740237,0.2545687117703219,0.003783422250886235,0.5101063763849074
9.0,1.003718081957387,0.0037111869761181685,0.5100671795804369,0.9992453247596412,-0.00031570579403623986,-0.00044518186227088155,0.35458070149783094,0.12011085650082051,0.23402326298856843,0.2545585635337987,0.003672484718412545,0.5100176687938949
9.200000000000001,1.0036082506098627,0.0036017564905493652,0.5099771221450812,0.999294672162416,-0.0003228735337764781,-0.0004553061483416799,0.3545675090842183,0.12011953171506691,0.2340145559955841,0.2545484242852506,0.0035631475961853095,0.5099269196108728
9.4,1.0035000115150727,0.0034939007291662862,0.5098850913051223,0.9993428782076583,-0.0003296773153817846,-0.00046491767680329003,0.354554506992077,0.12012808270455662,0.23400597461477085,0.25453829845298775,0.0034554142299795775,0.5098342325532904
9.600000000000001,1.0033933677238946,0.003387623243394735,0.5097911885478238,0.9993899542579008,-0.00033612473945196503,-0.0004740270941278284,0.354541695628609,0.12013650916107847,0.23399751911488195,0.2545281903312961,0.003349287113128508,0.5097397091408523
9.8,1.0032883214595567,0.003282926753662333,0.5096955132371757,0.9994359118686609,-0.00034222334948094153,-0.0004826449695138532,0.35452907530109334,0.12014481084262355,0.23398918969872162,0.25451810408187747,0.003244767910887422,0.5096434487137305
10.0,1.003184874140691,0.0031798131718969746,0.5095981626296743,0.999480762777369,-0.0003479806299895667,-0.0004907817921954473,0.35451664621961776,0.12015298757162637,0.23398098650494772,0.254508043735701,0.003141857484456405,0.5095455484512553
10.200000000000001,1.003083026406204,0.003078283625870923,0.5094992318964772,0.9995245188921071,-0.00035340400492258223,-0.0004984479691210255,0.35450440850003156,0.12016103923305828,0.23397290961002085,0.254498013195224,0.0030405559146605256,0.5094461033910583
10.4,1.002982778134054,0.0029783384775047103,0.5093988141304298,0.9995671922818018,-0.0003585008356566392,-0.000505653822082338,0.3544923621661687,0.12016896577299778,0.23396495902967135,0.2544880162356449,0.002940862525286767,0.509345206448647
10.600000000000001,1.0028841284669114,0.002879977348062556,0.5092970003729719,0.9996087951651426,-0.00036327841966923895,-0.0005124095857724318,0.35448050715290086,0.12017676719665303,0.2339571347209146,0.25447805650737093,0.0028427759060770177,0.5092429484373884
10.8,1.0027870758317956,0.0027831991373732184,0.5091938796259294,0.9996493399009163,-0.0003677439888108643,-0.0005187254052831425,0.35446884330846873,0.12018444356685637,0.23394943658358938,0.2544681375375234,0.002746293935376649,0.5091394180888806
11.0,1.002691617961671,0.0026880020450360566,0.5090895388697133,0.9996888389780775,-0.0003719047078242251,-0.0005246113339491714,0.3544573703970512,0.12019199500239988,0.2339418644620538,0.25445826273182115,0.0026514138024383554,0.5090347020736897
11.200000000000001,1.0025977519185563,0.0025943835931624836,0.5089840630875223,0.9997273050057582,-0.0003757676731408134,-0.0005300773315816472,0.3544460881015191,0.12019942167624767,0.23393441814700264,0.2544484353768011,0.0025581320293811306,0.5089288850224327
11.4,1.0025054741113326,0.0025023406438610656,0.5088775352749922,0.9997647507043516,-0.0003793399112258665,-0.0005351332620643896,0.3544349960255532,0.12020672381416357,0.2339270973768651,0.25443865864114107,0.0024664444928044335,0.5088220495471859
11.600000000000001,1.0024147803194337,0.0024118694226137904,0.5087700364687746,0.9998011888957754,-0.0003826283776467851,-0.0005397888919685956,0.3544240936964724,0.12021390169287033,0.2339199018396718,0.25442893557809987,0.0023763464450576766,0.5087142762631984
11.8,1.0023256657113,0.0023229655364586767,0.5086616457605839,0.9998366324947741,-0.00038563995568324284,-0.0005440538885211018,0.3544133805674337,0.120220955638619,0.23391283117450626,0.25441926912706464,0.002287832535165447,0.5086056438108926
12.0,1.0022381248644838,0.0022356239938414618,0.508552440317303,0.9998710945000898,-0.00038838145520008865,-0.0005479378179423499,0.3544028560198334,0.12022788602562506,0.23390588497309006,0.25440966211544513,0.002200896829408922,0.5084962288781302
12.200000000000001,1.0021521517869785,0.0021498392257156317,0.5084424954067025,0.9999045879856903,-0.00039085961180573223,-0.0005514501441863518,0.3543925193658567,0.12023469327440395,0.23389906278146544,0.2544001172608711,0.0021155328315641273,0.5083861062227297
12.4,1.0020677399339957,0.0020656051021231267,0.5083318844092598,0.9999371260927241,-0.000393081085509539,-0.0005546002269743045,0.35438236985048244,0.12024137785046396,0.23389236410131842,0.25439063717256344,0.0020317335027978337,0.5082753486952126
12.600000000000001,1.0019848822296884,0.0019829149537326845,0.5082206788478794,0.9999687220210617,-0.00039505246014869054,-0.0005573973209126237,0.35437240665408404,0.12024794026260469,0.23388578839169546,0.2543812243537251,0.0019494912812220158,0.5081640272617634
12.8,1.0019035710843835,0.0019017615889184401,0.5081089484037433,0.9999993890215331,-0.0003967802423084288,-0.0005598505738969528,0.35436262889449227,0.12025438106156812,0.2338793350703649,0.25437188120311016,0.0018687981011079,0.5080522110273861
13.0,1.0018237984131713,0.0018221373122142652,0.5079967609378501,1.000029140388156,-0.0003982708605156212,-0.0005619690259015473,0.35435303562922277,0.12026070083857947,0.23387300351528703,0.25436261001690696,0.0017896454117608417,0.50793996725924
13.200000000000001,1.001745555655462,0.0017440339437531731,0.5078841825177672,1.000057989450516,-0.0003995306647215752,-0.0005637616081767537,0.35434362585782186,0.12026690022380887,0.23386679306616245,0.25435341299089365,0.0017120241960572754,0.5078273614101378
13.4,1.0016688337906852,0.001667442834875817,0.5077712774312012,1.0000859495665708,-0.0004005659252465638,-0.000565237141687947,0.3543343985237492,0.120272979885136,0.2338607030256745,0.254344292221836,0.001635924988645219,0.5077144571421923
13.600000000000001,1.0015936233604108,0.0015923548901670783,0.5076581082260668,1.0001130341153623,-0.0004013828329879536,-0.0005664043373366235,0.3543253525170351,0.12027894052640359,0.23385473266124318,0.2543352497103411,0.0015613378938098205,0.5076013163505928
13.8,1.0015199144734455,0.0015187605725147527,0.5075447356829458,1.0001392564903338,-0.00040198749649161185,-0.0005672717917589623,0.354316486674891,0.12028478288701772,0.23384888120542807,0.25432628735997354,0.0014882526030056667,0.5074879991874996
14.0,1.0014476968421218,0.0014466499393252115,0.5074312189160393,1.0001646300921612,-0.00040238594514414275,-0.0005678479917561773,0.35430779978607313,0.12029050773907378,0.23384314785880828,0.25431740698341604,0.001416658412057528,0.50737456408604
14.200000000000001,1.0013769597861029,0.0013760126463259151,0.5073176153445397,1.0001891683226636,-0.00040258412633253096,-0.0005681413102191101,0.3542992905913406,0.12029611588705494,0.2338375317902848,0.25430861030147345,0.0013465442380314963,0.5072610677843913
14.4,1.0013076922478168,0.0013068379629893128,0.5072039807093963,1.0002128845781926,-0.0004025879046834673,-0.0005681600049858179,0.354290957785313,0.12030160816660705,0.23383203213830658,0.25429989894460286,0.0012778986357783947,0.5071475653499378
14.600000000000001,1.001239882812559,0.0012391147926355084,0.5070903691127888,1.0002357922434195,-0.0004024030624993917,-0.0005679122193879223,0.35428280001889106,0.12030698544294147,0.2338266480124681,0.25429127445564204,0.0012107098141515668,0.5070341102034881
14.8,1.0011735197253073,0.0011728316892645173,0.5069768330461825,1.0002579046854614,-0.0004020352997219098,-0.0005674059821315888,0.3542748159012823,0.12031224860949664,0.23382137849484633,0.2542827382918849,0.0011449656519011704,0.5069207541435389
15.0,1.0011085909058632,0.0011079768727308595,0.5068634234128477,1.00027923524822,-0.0004014902336763428,-0.0005666492068709167,0.3542670040018275,0.12031739858673096,0.23381622264120613,0.25427429182683847,0.0010806537132472076,0.5068075473705733
15.200000000000001,1.0010450839628608,0.001044538242798523,0.5067501895456298,1.000299797246722,-0.0004007733985874948,-0.0005656496914596401,0.35425936285169046,0.12032243632100333,0.23381117948211572,0.25426593635172245,0.001017761263133638,0.5066945385113805
15.4,1.000982986205947,0.000982503391380549,0.5066371792154151,1.000319603961254,-0.00039989024459399444,-0.0005644151164964531,0.35425189094533,0.12032736278359794,0.2338062480239178,0.2542576730764889,0.0009562752821659312,0.506581774643385
15.600000000000001,1.0009222846636217,0.0009218596204416526,0.5065244386698877,1.0003386686323508,-0.0003988461384369226,-0.0005629530462333806,0.3542445867426526,0.1203321789692983,0.2338014272501507,0.2542495031324042,0.0008961824812345697,0.5064693013189753
15.8,1.000862966098344,0.0008625939571819505,0.5064120126615389,1.0003570044558965,-0.0003976463636538245,-0.0005612709287878298,0.3542374486708376,0.12033688589517696,0.23379671612275285,0.2542414275740378,0.0008374693158270234,0.5063571625898162
16.0,1.0008050170202407,0.0008046931678320454,0.5062999444704506,1.0003746245783205,-0.0003962961205417573,-0.0005593760960301342,0.354230475125995,0.12034148459949465,0.23379211358315669,0.25423344738096004,0.0007801220000308404,0.5062454010311399
16.2,1.0007484236999045,0.0007481437705489624,0.5061882759226523,1.0003915420917162,-0.000394800525887218,-0.0005572757631434318,0.3542236644747137,0.12034597614067084,0.23378761855331107,0.25422556345920994,0.000724126520230515,0.5061340577660003
16.400000000000002,1.0006931721797911,0.0006929320469183073,0.5060770473998752,1.0004077700286016,-0.0003931646121938143,-0.0005549770274760452,0.35421701505544273,0.12035036159636411,0.2337832299365922,0.254217776642334,0.0006694686485008918,0.5060231724894817
16.6,1.000639248289901,0.0006390440577449787,0.5059662978772557,1.000423321358005,-0.00039139332858180534,-0.0005524868697541972,0.35421052518038776,0.12035464206221191,0.23377894661905593,0.25421008769381315,0.0006161339556999231,0.5059127834928535
16.8,1.0005866376612393,0.0005864656566329091,0.5058560649509893,1.0004382089814634,-0.00038949154117951765,-0.0005498121545793126,0.3542041931371417,0.12035881865074535,0.2337747674705135,0.2542024973089532,0.0005641078242636043,0.5058029276876588
17.0,1.0005353257381313,0.000535182502424664,0.5057463848610873,1.0004524457290138,-0.0003874640332758811,-0.000546959630589692,0.3541980171901769,0.1203628924903941,0.23377069134551676,0.2541950061165122,0.0005133754607060754,0.5056936406297283
17.2,1.0004852977898309,0.00048518007094262486,0.5056372925100279,1.0004660443550395,-0.0003853155052386686,-0.0005439359302929061,0.3541919955822541,0.12036686472454669,0.23376671708428773,0.2541876146801224,0.00046392190782778447,0.5055849565431122
17.400000000000002,1.0004365389211105,0.00043644366571642145,0.5055288214735094,1.0004790175336327,-0.00038305057393536577,-0.0005407475691975582,0.354186126535708,0.12037073651069105,0.2337628435135673,0.2541803234993349,0.0004157320566347798,0.5054769083439183
17.6,1.0003890340859019,0.0003889584317626643,0.5054210040368206,1.0004913778556712,-0.0003806737738048759,-0.0005374009472762361,0.3541804082541011,0.12037450901931214,0.23375906944770672,0.25417313301188293,0.00036879065797217167,0.505369527664051
17.8,1.0003427680991825,0.00034270936761810486,0.5053138712218763,1.0005031378256346,-0.0003781895574150926,-0.0005339023497044662,0.3541748389236664,0.12037818343292822,0.23375539368961984,0.2541660435954662,0.00032308233387487125,0.5052628448748402
18.0,1.0002977256479464,0.00029768133646051255,0.5052074528096889,1.0005143098583344,-0.0003756022957774021,-0.0005302579472580924,0.35416941671464025,0.12038176094519934,0.23375181503166256,0.2541590555692975,0.00027859158863876936,0.5051568891105548
18.2,1.0002538913016548,0.0002538590767125403,0.5051017773590643,1.0005249062754278,-0.0003729162784284691,-0.0005264737963835783,0.3541641397825332,0.1203852427600769,0.23374833225647193,0.25415216919546957,0.00023530281961549652,0.5050516882917916
18.400000000000002,1.00021124952201,0.0002112272119715251,0.504996872218087,1.0005349393013585,-0.0003701357130244507,-0.0005225558385814173,0.3541590062693189,0.12038863009100625,0.2337449441377505,0.25414538467999015,0.00019320032773402886,0.504947269148733
18.6,1.0001697846746762,0.00016977026288951143,0.5048927635589323,1.0005444210613188,-0.00036726472654914427,-0.0005185099020690477,0.35415401430485816,0.12039192415997461,0.2337416494412064,0.2541387021748789,0.0001522683277523384,0.5048436572442662
18.8,1.0001294810396744,0.00012947265772802747,0.5047894764040609,1.0005533635788104,-0.0003643073660085942,-0.0005143417027204437,0.35414916200816354,0.12039512619666393,0.23373844692538795,0.25413212177983824,0.00011249095824241947,0.5047408769969578
19.0,1.0000903228210685,9.03187422079712e-05,0.5046870346481893,1.0005617787730425,-0.0003612675988817217,-0.0005100568446627605,0.35414444748857815,0.12039823743765952,0.2337353353424616,0.2541256435437132,7.385229131192674e-05,0.5046389517038768
19.200000000000003,1.0000522941562968,5.2292789005114356e-05,0.5045854610768084,1.00056967845607,-0.0003581493133421851,-0.0005056608205513929,0.35413986884691273,0.12040125912568726,0.23373231343896242,0.2541192674657924,3.633634206584124e-05,0.5045379035632598
19.400000000000002,1.0000153791251298,1.5379006872387323e-05,0.5044847773781658,1.0005770743292723,-0.0003549563180065774,-0.0005011590111776435,0.35413542417653715,0.12040419250887986,0.23372937995651452,0.25411299349682354,-7.292218859094798e-08,0.5044377536970129
19.6,0.999979561759603,-2.043844926066102e-05,0.504385004176341,1.0005839779821037,-0.00035169234324643775,-0.0004965566872854279,0.3541311115645896,0.12040703883996576,0.23372653363262916,0.2541068215409418,-3.5391572990177075e-05,0.5043385221730444
19.8,0.9999448260530037,-5.517546913449354e-05,0.5042861610564167,1.000590400890325,-0.0003483610419930138,-0.0004918590106733416,0.3541269290930718,0.12040979937553299,0.2337237732014274,0.2541007514572224,-6.963571202203201e-05,0.5042402280274231
20.0,0.9999111559683409,-8.884797852383122e-05,0.5041882665857663,1.0005963544140064,-0.0003449659902999758,-0.00048707103495637357,0.3541228748398825,0.12041247537533444,0.23372109739432245,0.25409478306104877,-0.00010282146265633155,0.5041428892863562
20.200000000000003,0.9998785354466045,-0.00012147193081177458,0.5040913383322075,1.0006018497952334,-0.0003415106876833266,-0.00048219770601433436,0.35411894687982454,0.12041506810160937,0.23371850494068422,0.25408891612534057,-0.0001349649617421436,0.5040465229879837
20.400000000000002,0.9998469484149157,-0.00015306329867332546,0.5039953928762727,1.0006068981550928,-0.0003379985570049574,-0.0004772438617971723,0.3541151432855999,0.12041757881841413,0.23371599456849595,0.2540831503815401,-0.00016608235163294012,0.5039511452039821
20.6,0.9998163787948057,-0.000183638065631828,0.5039004458424108,1.0006115104931173,-0.000334432945859092,-0.00047221423425349506,0.3541114621288195,0.12042000879094232,0.23371356500502088,0.25407748552137194,-0.0001961897724503407,0.5038567710609754
20.8,0.9997868105098864,-0.00021321221822326712,0.5038065119229924,1.0006156976861085,-0.00033081712746261133,-0.00046711345055995297,0.3541079014809398,0.12042235928489374,0.23371121497742028,0.2540719211982765,-0.0002253033545805772,0.5037634147617476
21.0,0.9997582274931738,-0.00024180173851047409,0.503713604898766,1.0006194704866904,-0.00032715430130772217,-0.00046194603401631426,0.35410445941415775,0.12042463156587092,0.23370894321334412,0.25406645702868075,-0.0002534392114003416,0.5036710896062527
21.200000000000003,0.9997306136943285,-0.0002694225966800362,0.503621737656486,1.0006228395215266,-0.00032344759359944736,-0.00045671640463787797,0.35410113400229515,0.12042682689878235,0.23370674844151482,0.25406109259315013,-0.00028061343222846524,0.5035798080124201
21.400000000000002,0.9997039530870183,-0.00029609074351984676,0.5035309222012885,1.0006258152887781,-0.0003197000572568112,-0.00045142887913291065,0.35409792332169826,0.12042894654723633,0.23370462939232087,0.2540558274373367,-0.00030684207549999817,0.5034895815367485
21.6,0.999678229675675,-0.00032182210350348365,0.5034411696859289,1.0006284081581487,-0.00031591467334738917,-0.0004460876729052297,0.35409482545206367,0.1204309917729832,0.23370258479836203,0.254050661073573,-0.00033214116215925314,0.5034004208946893
21.8,0.9996534275019442,-0.0003466325681835701,0.5033524904335053,1.0006306283702364,-0.0003120943520409382,-0.00044069690137889136,0.3540918384772276,0.12043296383538206,0.23370061339497022,0.2540455929821857,-0.0003565266692683156,0.5033123359808123
22.0,0.9996295306509365,-0.00037053798978620866,0.5032648939569659,1.0006324860355713,-0.00030824193333182936,-0.0004352605809975217,0.35408896048593064,0.12043486399088366,0.23369871392071423,0.25404062261266724,-0.0003800145238276127,0.5032253358887528
22.200000000000003,0.9996065232575085,-0.00039355417477740707,0.5031783889760838,1.0006339911332958,-0.00030436018755528824,-0.00042978262993351705,0.35408618957258653,0.12043669349251128,0.23369688511790712,0.25403574938474816,-0.00040262059680500723,0.5031394289309374
22.400000000000002,0.9995843895128614,-0.0004156968771142803,0.5030929834297786,1.000635153509055,-0.000300451815489479,-0.0004242668682133694,0.35408352383808794,0.12043845358931636,0.23369512573313805,0.25403097268930047,-0.0004243606973700748,0.5030546226580846
22.6,0.9995631136699098,-0.0004369817927281637,0.5030086845033278,1.0006359828755622,-0.00029651944981489835,-0.00041871701976078473,0.35408096139046547,0.1204401455259326,0.23369343451770722,0.2540262918897702,-0.0004452505673300376,0.502970923878479
22.8,0.9995426800486061,-0.0004574245540553189,0.5029254986497335,1.0006364888124082,-0.0002925656561113482,-0.00041313671378781535,0.35407850034553967,0.12044177054213359,0.23369181022805618,0.2540217063233716,-0.00046530587576396753,0.5028883386770164
23.0,0.9995230730411975,-0.0004770407246379495,0.502843431608187,1.0006366807655254,-0.00028859293363189885,-0.00040752948587202475,0.3540761388275655,0.12044332987239635,0.23369025162619325,0.2540172153021597,-0.00048454221385181584,0.5028068724340176
23.200000000000003,0.9995042771176077,-0.0004958457936019835,0.5027624884202864,1.0006365680462863,-0.0002846037158806964,-0.00040189877875753674,0.3540738749698916,0.1204448247454552,0.2336887574801285,0.25401281811402093,-0.0005029750898948852,0.5027265298438093
